district,price,GrossSquareMeters,NumberFloorsofBuilding,ItemStatus,NumberOfBathrooms,NumberOfRooms,FloorLocation
11,0.12939698492462312,0.10432033719704951,5,0,1,3,12
11,0.08040201005025126,0.11485774499473128,5,0,1,3,12
11,0.949748743718593,0.1886195995785037,6,0,2,10,12
11,0.18969849246231155,0.09378292939936775,4,0,1,3,0
11,0.1407035175879397,0.09378292939936775,4,0,1,3,40
11,0.1670854271356784,0.10432033719704951,3,0,1,3,40
11,0.1957286432160804,0.12012644889357217,4,0,1,3,12
11,0.3339195979899497,0.14120126448893572,4,0,2,5,12
11,0.22336683417085426,0.13593256059009484,5,0,1,5,12
11,0.39070351758793964,0.357218124341412,13,0,3,8,5
11,0.24623115577889446,0.15700737618545837,6,0,2,3,35
11,0.06507537688442211,0.10432033719704951,5,0,1,3,50
11,0.9999999999999999,0.5268703898840885,5,0,0,21,41
11,0.33417085427135673,0.1886195995785037,15,0,3,5,12
11,0.10527638190954774,0.11485774499473128,5,0,1,3,12
11,0.12939698492462312,0.12012644889357217,4,0,1,3,0
11,0.30778894472361806,0.2939936775553214,5,0,3,11,34
11,0.13316582914572864,0.12539515279241306,4,0,1,3,40
11,0.17788944723618091,0.13593256059009484,10,0,2,5,37
11,0.3153266331658291,0.12012644889357217,10,0,2,3,32
11,0.29396984924623115,0.11485774499473128,4,0,2,3,12
11,0.29396984924623115,0.11485774499473128,4,0,2,3,12
11,0.4723618090452261,0.24130663856691253,5,0,2,11,32
11,0.13793969849246232,0.09378292939936775,5,0,1,3,40
11,0.0942211055276382,0.11696522655426764,7,0,1,3,24
11,0.1670854271356784,0.11485774499473128,4,0,1,3,40
11,0.4394472361809045,0.24130663856691253,4,0,2,8,51
11,0.23366834170854273,0.1095890410958904,5,0,1,3,24
11,0.12437185929648242,0.14646996838777662,6,0,1,5,40
11,0.1457286432160804,0.09378292939936775,6,0,1,3,50
11,0.5854271356783919,0.24130663856691253,10,0,2,7,36
11,0.3153266331658291,0.10432033719704951,4,0,1,3,40
11,0.27135678391959794,0.16754478398314016,5,0,2,3,24
11,0.16834170854271358,0.08851422550052686,5,0,1,3,40
11,0.20100502512562815,0.10432033719704951,4,0,2,3,50
11,0.33919597989949746,0.11485774499473128,5,0,2,3,0
11,0.33919597989949746,0.11485774499473128,5,0,2,3,0
11,0.3467336683417085,0.1517386722866175,14,0,1,5,37
11,0.6733668341708542,0.1886195995785037,3,0,2,8,41
11,0.6457286432160804,0.13593256059009484,8,0,2,3,41
11,0.8994974874371858,0.18440463645943098,16,0,2,10,8
11,0.38442211055276376,0.23076923076923075,3,1,2,6,24
11,0.23366834170854273,0.11485774499473128,5,0,2,3,0
11,0.6482412060301507,0.19915700737618547,20,0,1,5,34
11,0.12437185929648242,0.09378292939936775,6,0,1,3,50
11,0.42713567839195976,0.18440463645943098,15,0,2,5,12
11,0.18592964824120603,0.10432033719704951,4,0,1,3,40
11,0.7110552763819095,0.32560590094836667,5,0,4,11,51
11,0.3517587939698492,0.12539515279241306,4,0,1,3,0
11,0.4723618090452261,0.13593256059009484,5,0,2,5,12
11,0.3417085427135678,0.08324552160168598,4,0,1,1,12
11,0.1984924623115578,0.08324552160168598,5,0,1,1,50
11,0.4346733668341708,0.1833508956796628,4,0,2,5,0
11,0.16055276381909547,0.14646996838777662,5,0,3,5,0
11,0.057537688442211056,0.09378292939936775,4,0,1,3,40
11,0.4268844221105527,0.15700737618545837,5,0,2,5,12
11,0.24120603015075376,0.10432033719704951,4,0,1,3,0
11,0.3188442211055276,0.2518440463645943,4,0,2,6,32
11,0.49120603015075376,0.2834562697576396,6,0,2,11,35
11,0.4346733668341708,0.2518440463645943,5,0,2,11,34
11,0.6206030150753769,0.19388830347734456,13,0,2,5,35
11,0.20829145728643217,0.11485774499473128,7,0,1,1,24
11,0.10678391959798995,0.08851422550052686,6,0,1,1,41
11,0.2886934673366834,0.14120126448893572,4,0,2,5,24
11,0.15452261306532664,0.09378292939936775,12,0,1,3,50
11,0.17964824120603015,0.15700737618545837,6,0,1,5,34
11,0.38442211055276376,0.11485774499473128,10,0,2,3,0
11,0.8492462311557788,0.21390937829293993,12,0,2,7,12
11,0.5351758793969849,0.2834562697576396,4,0,3,11,32
11,0.3969849246231155,0.1517386722866175,15,0,1,5,36
11,0.1278894472361809,0.09905163329820864,4,0,1,3,40
11,0.37060301507537685,0.12539515279241306,6,0,2,3,24
11,0.6356783919597989,0.23076923076923075,4,0,2,5,0
11,0.4095477386934673,0.15700737618545837,5,0,1,5,32
11,0.3517587939698492,0.15700737618545837,14,0,1,5,34
11,0.39070351758793964,0.14646996838777662,7,0,2,5,36
11,0.3404522613065326,0.12539515279241306,6,0,1,3,40
11,0.1934673366834171,0.10432033719704951,5,0,1,3,50
11,0.33417085427135673,0.13066385669125397,4,0,2,5,24
11,0.4346733668341708,0.15700737618545837,9,1,2,5,34
11,0.3417085427135678,0.14646996838777662,14,0,1,5,34
11,0.3969849246231155,0.11485774499473128,4,0,2,3,0
11,0.8743718592964823,0.19915700737618547,11,0,2,5,12
11,0.8492462311557788,0.15279241306638566,16,0,2,5,7
11,0.14547738693467338,0.1095890410958904,5,0,1,3,0
11,0.12437185929648242,0.08851422550052686,17,1,1,1,35
11,0.371859296482412,0.11485774499473128,5,0,2,3,12
11,0.5226130653266331,0.2623814541622761,3,0,2,11,24
11,0.41959798994974873,0.15700737618545837,13,0,2,5,36
11,0.44472361809045224,0.19388830347734456,13,0,1,5,36
11,0.371859296482412,0.1780821917808219,5,0,2,8,51
11,0.10175879396984924,0.10432033719704951,5,0,1,3,42
11,0.10804020100502512,0.12539515279241306,11,0,1,3,35
11,0.19095477386934673,0.08324552160168598,13,0,1,1,32
11,0.3467336683417085,0.12012644889357217,5,0,2,3,0
11,0.13316582914572864,0.15700737618545837,11,0,2,5,37
11,0.5402010050251256,0.2939936775553214,5,0,2,11,51
11,0.1706030150753769,0.13593256059009484,15,0,1,3,35
11,0.371859296482412,0.220231822971549,5,0,1,3,51
11,0.4422110552763819,0.19388830347734456,15,0,2,5,2
11,0.41959798994974873,0.23076923076923075,4,0,3,6,32
11,0.33417085427135673,0.15700737618545837,14,0,2,5,34
11,0.5477386934673366,0.2939936775553214,4,0,3,8,32
11,0.06030125628140703,0.12539515279241306,5,0,1,3,40
11,0.10804020100502512,0.08851422550052686,6,0,1,1,24
11,0.08417085427135679,0.11485774499473128,6,0,2,3,32
11,0.08919597989949749,0.11485774499473128,3,0,1,3,0
11,0.09773869346733668,0.11696522655426764,11,0,2,3,32
11,0.8115577889447235,0.24130663856691253,2,1,2,7,41
11,0.25753768844221103,0.1095890410958904,20,0,1,3,36
11,0.371859296482412,0.12012644889357217,5,0,2,3,0
11,0.6356783919597989,0.20969441517386722,5,0,2,6,34
11,0.44723618090452255,0.13593256059009484,5,0,2,5,0
11,0.3467336683417085,0.12539515279241306,5,0,2,3,0
11,0.7613065326633165,0.23076923076923075,5,0,2,8,34
11,0.13316582914572864,0.12539515279241306,5,0,1,3,0
11,0.11005025125628141,0.09378292939936775,5,0,1,3,40
11,0.38567839195979897,0.14120126448893572,22,0,1,5,2
11,0.5728643216080401,0.1886195995785037,4,0,2,6,32
11,0.5979899497487436,0.20969441517386722,5,0,2,6,32
11,0.6457286432160804,0.14646996838777662,6,0,2,5,32
11,0.9999999999999999,0.27291886195995785,6,0,3,7,35
11,0.7927135678391959,0.220231822971549,6,0,2,8,34
11,0.37060301507537685,0.1780821917808219,15,0,2,5,5
11,0.23366834170854273,0.10432033719704951,5,0,1,3,41
11,0.6231155778894472,0.1780821917808219,6,0,2,5,35
11,0.29120603015075375,0.12539515279241306,3,0,1,3,0
11,0.23341708542713568,0.11485774499473128,4,0,1,3,0
11,0.35904522613065326,0.12539515279241306,3,0,1,3,12
11,0.43718592964824116,0.17597471022128555,16,0,2,5,4
11,0.2108040201005025,0.13066385669125397,4,0,1,3,50
11,0.3087939698492462,0.11485774499473128,3,0,2,3,0
11,0.29648241206030146,0.13593256059009484,6,0,2,5,34
11,0.19321608040201005,0.1095890410958904,4,0,1,3,0
11,0.24623115577889446,0.08851422550052686,4,0,2,3,12
11,0.3693467336683417,0.23076923076923075,5,0,2,6,34
11,0.4092964824120603,0.17281348788198103,10,0,2,5,24
11,0.2814070351758794,0.11485774499473128,13,0,1,3,32
11,0.4660804020100502,0.16754478398314016,4,0,2,5,24
11,0.3655778894472361,0.13066385669125397,4,0,1,3,0
11,0.3917085427135678,0.26765015806111697,4,0,3,8,24
11,0.8866834170854271,0.220231822971549,15,0,2,5,12
11,0.4849246231155779,0.2939936775553214,4,0,2,11,24
11,0.29648241206030146,0.14120126448893572,4,0,2,3,12
11,0.6608040201005024,0.16227608008429925,4,0,2,5,12
11,0.24597989949748741,0.12012644889357217,4,0,2,3,50
11,0.4095477386934673,0.16227608008429925,5,0,2,3,40
11,0.27638190954773867,0.13066385669125397,4,0,2,3,12
11,0.6454773869346734,0.30979978925184404,4,0,2,8,32
11,0.2962311557788944,0.1833508956796628,4,0,2,4,24
11,0.44698492462311556,0.11485774499473128,4,0,3,3,50
11,0.2711055276381909,0.11485774499473128,4,0,2,3,0
11,0.4092964824120603,0.17281348788198103,10,0,2,5,24
11,0.3969849246231155,0.14646996838777662,15,0,2,5,38
11,0.20854271356783918,0.15279241306638566,5,0,2,5,50
11,0.0942211055276382,0.07797681770284509,10,0,2,1,34
11,0.18216080402010051,0.13066385669125397,5,0,1,3,32
11,0.14447236180904524,0.09378292939936775,6,0,1,3,12
11,0.17336683417085427,0.14120126448893572,13,0,1,3,24
11,0.3228643216080402,0.14646996838777662,6,0,2,5,12
11,0.1670854271356784,0.13593256059009484,6,0,2,6,52
11,0.12060301507537688,0.12539515279241306,7,0,1,5,24
11,0.3404522613065326,0.11485774499473128,4,0,2,3,0
11,0.1314070351758794,0.14646996838777662,6,0,1,5,32
11,0.2587939698492462,0.13593256059009484,5,0,1,5,24
11,0.7110552763819095,0.1780821917808219,9,0,2,5,50
11,0.5474874371859296,0.15700737618545837,4,0,1,5,24
11,0.6231155778894472,0.1833508956796628,10,0,2,5,2
11,0.4346733668341708,0.12012644889357217,5,0,2,3,12
11,0.09773869346733668,0.11801896733403582,5,0,2,3,32
11,0.07035150753768844,0.12539515279241306,5,0,1,3,40
11,0.17839170854271358,0.12539515279241306,4,0,1,3,24
11,0.4346733668341708,0.15700737618545837,14,0,2,5,34
11,0.28366834170854266,0.12012644889357217,4,0,1,3,12
11,0.14824095477386934,0.12539515279241306,4,0,1,3,12
11,0.21582914572864323,0.08851422550052686,5,0,1,3,0
11,0.14296482412060302,0.08851422550052686,4,0,1,3,40
11,0.3655778894472361,0.23076923076923075,4,0,2,7,32
11,0.685929648241206,0.220231822971549,3,0,2,6,24
11,0.1708542713567839,0.08851422550052686,10,0,1,1,40
11,0.5477386934673366,0.13066385669125397,10,0,2,3,37
11,0.29648241206030146,0.15700737618545837,4,0,2,5,24
11,0.371859296482412,0.44151738672286617,4,0,2,11,32
11,0.27135678391959794,0.1643835616438356,4,0,2,5,32
11,0.19547738693467337,0.16227608008429925,4,0,2,5,32
11,0.14824120603015076,0.14120126448893572,4,0,2,3,40
11,0.2201005025125628,0.16227608008429925,4,0,2,5,24
11,0.18090452261306533,0.14120126448893572,4,0,2,3,40
11,0.1457286432160804,0.11485774499473128,4,0,2,1,40
11,0.46482412060301503,0.20969441517386722,4,0,2,6,52
11,0.22110552763819094,0.13593256059009484,4,0,2,1,0
11,0.6356783919597989,0.20969441517386722,5,0,2,4,32
11,0.3969849246231155,0.19388830347734456,10,0,2,5,41
11,0.0829145728643216,0.13593256059009484,5,0,2,3,24
11,0.2022613065326633,0.13066385669125397,5,0,1,5,12
11,0.11809045226130653,0.09905163329820864,5,0,1,3,12
11,0.35929648241206025,0.1833508956796628,4,0,2,6,24
11,0.8869346733668341,0.19388830347734456,10,0,2,5,24
11,0.22110552763819094,0.14857744994731295,4,0,2,5,24
11,0.4974874371859296,0.44467860906217066,4,0,2,10,32
11,0.19472361809045227,0.13593256059009484,4,0,2,3,24
11,0.2135678391959799,0.09905163329820864,4,0,1,3,40
11,0.3266331658291457,0.11485774499473128,4,0,1,3,12
11,0.23090452261306532,0.10432033719704951,5,0,1,3,40
11,0.11482412060301508,0.11485774499473128,5,1,1,3,24
11,0.10175879396984924,0.11801896733403582,8,0,2,3,35
11,0.11306532663316583,0.11485774499473128,4,0,1,3,12
11,0.7236180904522612,0.1886195995785037,10,0,2,5,0
11,0.37110552763819094,0.16227608008429925,4,0,2,5,24
11,0.8241206030150753,0.2065331928345627,12,1,2,10,34
11,0.2889447236180904,0.11485774499473128,4,0,1,3,12
11,0.5100502512562813,0.220231822971549,16,0,3,5,8
11,0.20100502512562815,0.09378292939936775,5,0,2,1,0
11,0.22236180904522612,0.07270811380400422,5,1,1,3,24
11,0.3467336683417085,0.1517386722866175,14,0,1,5,38
11,0.17839195979899497,0.10432033719704951,4,0,1,10,12
11,0.42211055276381904,0.19388830347734456,5,0,2,5,51
11,0.4346733668341708,0.15700737618545837,10,0,2,5,36
11,0.27135678391959794,0.12012644889357217,4,0,1,3,0
11,0.13316582914572864,0.11485774499473128,10,1,1,3,34
11,0.17814070351758793,0.13066385669125397,4,0,1,3,24
11,0.14949748743718594,0.10432033719704951,5,0,1,3,32
11,0.35678391959798994,0.13593256059009484,15,0,1,5,12
11,0.22085427135678393,0.1095890410958904,5,0,1,3,32
11,0.24120603015075376,0.14120126448893572,12,0,1,5,38
11,0.321608040201005,0.17281348788198103,9,0,1,5,0
11,0.3517587939698492,0.15911485774499473,9,0,2,5,38
11,0.1934673366834171,0.11485774499473128,4,0,1,3,41
11,0.7738693467336683,0.1886195995785037,15,1,2,5,36
11,0.22110552763819094,0.10432033719704951,5,0,1,3,0
11,0.6306532663316583,0.12539515279241306,5,0,2,5,34
11,0.1829145728643216,0.13593256059009484,5,0,2,5,24
11,0.1708542713567839,0.16754478398314016,6,0,3,8,51
11,0.08542713567839197,0.11485774499473128,6,0,1,3,50
11,0.27135678391959794,0.1517386722866175,5,0,1,5,41
11,0.29648241206030146,0.1886195995785037,6,0,2,7,32
11,0.4045226130653266,0.1517386722866175,14,0,1,5,37
11,0.685929648241206,0.14330874604847207,9,0,2,5,0
11,0.20829145728643217,0.10432033719704951,4,0,2,3,12
11,0.24120603015075376,0.09378292939936775,7,0,1,1,0
11,0.3404522613065326,0.15700737618545837,5,0,1,5,12
11,0.38065326633165825,0.14120126448893572,10,0,1,5,12
11,0.09522613065326634,0.12012644889357217,4,0,1,3,40
11,0.49623115577889443,0.16227608008429925,6,0,2,5,12
11,0.0829145728643216,0.14646996838777662,5,0,1,5,0
11,0.2814070351758794,0.12012644889357217,15,0,1,3,2
11,0.238693216080402,0.13593256059009484,15,0,2,3,24
11,0.11306507537688443,0.12539515279241306,4,0,1,3,41
11,0.2449748743718593,0.13593256059009484,4,0,1,3,12
11,0.6231155778894472,0.17281348788198103,3,0,2,5,41
11,0.1670854271356784,0.08324552160168598,11,0,1,1,35
11,0.4346733668341708,0.12539515279241306,5,0,1,5,50
11,0.16834170854271358,0.09378292939936775,6,0,1,3,32
11,0.42211055276381904,0.16227608008429925,12,1,2,5,50
11,0.13819095477386936,0.1517386722866175,5,0,1,5,41
11,0.18341708542713567,0.07797681770284509,12,0,1,1,37
11,0.23366834170854273,0.14120126448893572,9,0,1,3,0
11,0.11432160804020101,0.12539515279241306,6,0,1,3,40
11,0.1042713567839196,0.13593256059009484,6,0,1,3,40
11,0.8492462311557788,0.2518440463645943,3,0,4,10,41
11,0.12688442211055276,0.11485774499473128,6,0,1,3,12
11,0.371859296482412,0.25711275026343516,4,0,2,8,32
11,0.09798994974874373,0.08851422550052686,6,0,1,3,40
11,0.12437185929648242,0.08851422550052686,6,0,1,3,50
11,0.22989949748743718,0.13593256059009484,6,0,1,5,50
11,0.16080402010050251,0.07797681770284509,6,0,1,10,12
11,0.14195979899497488,0.14120126448893572,6,0,1,5,40
11,0.12035175879396987,0.08851422550052686,6,0,1,3,50
11,0.1670854271356784,0.13066385669125397,5,0,1,3,0
11,0.24371859296482412,0.1095890410958904,30,0,1,3,38
11,0.41959798994974873,0.13593256059009484,3,0,1,5,50
11,0.2108040201005025,0.13066385669125397,4,0,1,3,50
11,0.0942211055276382,0.09378292939936775,5,0,1,3,50
11,0.23341708542713568,0.11485774499473128,3,0,1,3,0
11,0.6231155778894472,0.1886195995785037,5,0,2,6,34
11,0.13316582914572864,0.14646996838777662,5,0,1,5,32
11,0.08793969849246232,0.13593256059009484,6,0,1,3,50
11,0.6620603015075377,0.22550052687038988,5,0,3,7,34
11,0.12814070351758794,0.14646996838777662,6,0,1,5,32
11,0.08793969849246232,0.11485774499473128,6,0,1,3,50
11,0.46984924623115576,0.15700737618545837,14,0,1,5,32
11,0.39673366834170853,0.13066385669125397,4,0,1,3,12
11,0.371859296482412,0.16754478398314016,5,0,2,5,34
11,0.29120603015075375,0.12539515279241306,3,0,1,3,0
11,0.3090452261306532,0.13593256059009484,4,0,2,5,12
11,0.1092964824120603,0.11485774499473128,6,0,1,3,40
11,0.5351758793969849,0.16227608008429925,13,0,2,5,3
11,0.9999999999999999,0.1833508956796628,6,0,2,5,34
11,0.35929648241206025,0.14120126448893572,9,0,1,5,35
11,0.736180904522613,0.3677555321390938,3,0,2,7,47
11,0.2839195979899497,0.14646996838777662,5,0,1,5,0
11,0.4723618090452261,0.24130663856691253,4,0,2,6,32
11,0.1658291457286432,0.11485774499473128,4,0,2,3,12
11,0.10238693467336683,0.10432033719704951,5,0,1,3,12
11,0.2839195979899497,0.12539515279241306,18,0,1,3,35
11,0.4346733668341708,0.15384615384615385,4,0,2,3,24
11,0.18592964824120603,0.11485774499473128,5,0,2,3,12
11,0.23366834170854273,0.1517386722866175,4,0,2,5,12
11,0.12060276381909549,0.13066385669125397,14,0,1,3,34
11,0.3969849246231155,0.2623814541622761,4,0,3,8,51
11,0.12035175879396987,0.12012644889357217,4,0,1,3,0
11,0.07035150753768844,0.13593256059009484,4,0,1,1,40
11,0.1809042713567839,0.16754478398314016,5,0,1,5,32
11,0.3969849246231155,0.1780821917808219,6,0,3,11,51
11,0.18341683417085428,0.11485774499473128,4,0,1,3,12
11,0.24623115577889446,0.09378292939936775,6,0,1,3,24
11,0.5603015075376884,0.15700737618545837,14,0,2,5,36
11,0.09271356783919599,0.11801896733403582,6,0,1,3,24
11,0.08417085427135679,0.11801896733403582,5,0,1,3,24
11,0.09246231155778895,0.11485774499473128,8,0,2,3,32
11,0.18467336683417085,0.21812434141201265,9,0,3,6,37
11,0.12010050251256282,0.17281348788198103,15,0,2,7,37
11,0.1042713567839196,0.12012644889357217,13,0,2,3,35
11,0.44698492462311556,0.11485774499473128,4,0,2,3,50
11,0.9874371859296482,0.1780821917808219,6,0,2,5,32
11,0.45854271356783916,0.13382507903055849,5,0,2,3,34
11,0.7987437185929648,0.2623814541622761,4,0,2,8,24
11,0.5477386934673366,0.16754478398314016,6,0,2,5,24
11,0.33417085427135673,0.08324552160168598,6,0,2,3,40
11,0.22085427135678393,0.10432033719704951,5,0,1,3,40
11,0.20603015075376885,0.12539515279241306,4,0,2,3,0
11,0.44472361809045224,0.15700737618545837,14,0,2,5,12
11,0.3517587939698492,0.15700737618545837,14,0,1,5,5
11,0.12035175879396987,0.10432033719704951,5,0,1,3,50
11,0.44698492462311556,0.11485774499473128,4,0,2,3,50
11,0.5226130653266331,0.20969441517386722,5,0,2,6,34
11,0.16834170854271358,0.07797681770284509,3,0,1,1,50
11,0.364321608040201,0.15700737618545837,5,0,1,5,0
11,0.3841708542713568,0.11485774499473128,6,0,2,3,0
11,0.185678391959799,0.11485774499473128,5,0,1,3,40
11,0.3467336683417085,0.08851422550052686,12,0,1,1,0
11,0.371608040201005,0.11485774499473128,4,0,1,3,0
11,0.30402010050251255,0.12539515279241306,9,0,2,3,32
11,0.9704891959798995,0.13593256059009484,5,0,2,5,24
11,0.30841708542713564,0.09905163329820864,5,0,2,5,12
11,0.21482412060301506,0.10432033719704951,5,0,1,3,12
11,0.20326633165829144,0.12539515279241306,5,0,1,3,0
11,0.2952261306532663,0.14646996838777662,7,0,2,4,35
11,0.15804020100502514,0.09378292939936775,5,0,1,3,41
11,0.11934673366834171,0.12539515279241306,5,0,1,3,32
11,0.22487437185929648,0.1517386722866175,4,0,1,5,0
11,0.3866834170854271,0.13593256059009484,5,0,2,3,0
11,0.18341708542713567,0.12539515279241306,5,0,2,3,0
11,0.13316582914572864,0.14646996838777662,6,0,1,5,32
11,0.1708542713567839,0.16227608008429925,5,0,1,3,40
11,0.2738693467336683,0.11485774499473128,5,0,1,3,41
11,0.2876884422110553,0.12539515279241306,5,0,1,3,12
11,0.4974874371859296,0.13066385669125397,15,0,1,3,2
11,0.11683417085427136,0.12539515279241306,5,0,1,3,34
11,0.059045226130653265,0.07270811380400422,5,0,1,1,24
11,0.1670854271356784,0.13593256059009484,4,0,1,5,24
11,0.15201005025125627,0.13066385669125397,5,0,1,5,40
11,0.16457286432160803,0.07797681770284509,18,0,1,1,36
11,0.38442211055276376,0.24130663856691253,5,0,2,8,34
11,0.4723618090452261,0.15279241306638566,4,0,3,5,0
11,0.6482412060301507,0.27291886195995785,5,0,3,8,32
11,0.37060301507537685,0.15700737618545837,14,0,1,5,38
11,0.35929648241206025,0.10432033719704951,27,1,1,3,11
11,0.33417085427135673,0.17281348788198103,12,1,3,5,2
11,0.1706030150753769,0.07270811380400422,9,0,1,1,12
11,0.057537688442211056,0.09378292939936775,4,0,1,3,40
11,0.32788944723618085,0.16227608008429925,18,0,2,5,34
11,0.4095477386934673,0.27291886195995785,4,0,3,11,32
11,0.19095477386934673,0.15700737618545837,4,0,2,5,12
11,0.33404522613065324,0.15700737618545837,5,0,2,6,34
11,0.09296482412060302,0.11485774499473128,4,0,2,3,24
11,0.14447236180904524,0.17281348788198103,8,0,3,7,34
11,0.09773869346733668,0.11801896733403582,5,0,2,3,32
11,0.09170854271356785,0.12012644889357217,9,0,1,3,32
11,0.12487437185929648,0.14014752370916755,14,0,2,5,34
11,0.42060301507537684,0.24130663856691253,5,0,3,11,51
11,0.11809045226130653,0.10432033719704951,6,0,1,3,32
11,0.15954773869346733,0.14646996838777662,5,0,1,5,32
11,0.6482412060301507,0.16227608008429925,10,0,2,5,36
11,0.16457286432160803,0.09905163329820864,3,0,1,3,12
11,0.4886934673366834,0.15700737618545837,10,0,1,5,32
11,0.17587939698492464,0.11485774499473128,5,0,1,3,50
11,0.3969849246231155,0.07797681770284509,14,0,1,1,12
11,0.08542713567839197,0.14646996838777662,6,0,1,5,40
11,0.13190954773869346,0.14120126448893572,6,0,1,5,32
11,0.1756281407035176,0.10432033719704951,13,0,1,3,0
11,0.3090452261306532,0.1517386722866175,4,0,1,5,12
11,0.10954773869346734,0.13593256059009484,9,0,2,5,34
11,0.12437185929648242,0.14120126448893572,11,0,3,5,35
11,0.08442211055276382,0.11485774499473128,10,0,1,3,32
11,0.09773869346733668,0.13593256059009484,5,0,2,5,32
11,0.15452261306532664,0.14330874604847207,7,0,2,5,34
11,0.13316582914572864,0.13593256059009484,9,0,2,5,24
11,0.2962311557788944,0.16754478398314016,5,0,2,5,12
11,0.32135678391959793,0.12539515279241306,10,0,2,1,24
11,0.2007537688442211,0.09378292939936775,10,0,2,1,24
11,0.25854271356783914,0.1517386722866175,5,0,2,3,12
11,0.2587939698492462,0.13066385669125397,25,0,2,3,35
11,0.19070351758793969,0.12539515279241306,5,0,2,3,12
11,0.23341708542713568,0.07270811380400422,4,0,1,1,12
11,0.27135678391959794,0.14120126448893572,4,0,1,3,0
11,0.4723618090452261,0.2623814541622761,4,0,2,10,24
11,0.38442211055276376,0.15384615384615385,5,0,2,3,0
11,0.6356783919597989,0.20969441517386722,5,0,2,5,32
11,0.10753768844221105,0.14120126448893572,6,0,1,5,34
11,0.42211055276381904,0.23076923076923075,4,0,2,7,24
11,0.07663316582914573,0.10432033719704951,4,0,1,3,40
11,0.42211055276381904,0.220231822971549,4,0,2,5,32
11,0.5603015075376884,0.23076923076923075,5,0,3,8,34
11,0.4974874371859296,0.16754478398314016,12,0,2,3,12
11,0.7110552763819095,0.14646996838777662,4,0,2,5,12
11,0.8994974874371858,0.220231822971549,4,0,2,7,32
11,0.6231155778894472,0.3150684931506849,8,0,2,8,37
11,0.35929648241206025,0.11485774499473128,10,0,2,3,36
11,0.35929648241206025,0.14120126448893572,12,0,1,5,36
11,0.4723618090452261,0.13382507903055849,8,0,2,3,0
11,0.12060301507537688,0.12539515279241306,7,0,1,3,34
11,0.17587939698492464,0.10432033719704951,5,0,1,3,12
11,0.39195979899497485,0.12539515279241306,4,0,2,5,24
11,0.4422110552763819,0.1517386722866175,8,0,1,10,0
11,0.38442211055276376,0.14120126448893572,12,0,1,5,35
11,0.3969849246231155,0.07797681770284509,12,0,1,1,12
11,0.371859296482412,0.20969441517386722,5,0,2,8,51
11,0.371859296482412,0.16754478398314016,3,0,2,5,0
11,0.11557763819095478,0.12539515279241306,4,0,1,3,0
11,0.09170854271356785,0.11485774499473128,5,0,1,3,24
11,0.27135678391959794,0.09905163329820864,5,0,1,3,12
11,0.24346733668341708,0.15700737618545837,5,0,1,5,40
11,0.6982412060301507,0.3150684931506849,6,0,1,15,34
11,0.0949748743718593,0.13593256059009484,4,0,2,3,0
11,0.15954773869346733,0.14646996838777662,11,0,2,5,32
11,0.33417085427135673,0.10432033719704951,5,1,1,3,24
11,0.17336683417085427,0.08324552160168598,14,0,1,1,37
11,0.5351758793969849,0.1780821917808219,4,1,2,5,32
11,0.371859296482412,0.17281348788198103,16,0,2,5,37
11,0.33417085427135673,0.14120126448893572,5,0,1,5,50
11,0.33417085427135673,0.10432033719704951,5,0,1,3,0
11,0.20351758793969849,0.10432033719704951,4,0,1,3,0
11,0.27135678391959794,0.14646996838777662,5,0,2,3,12
11,0.15075376884422112,0.10432033719704951,5,0,1,3,24
11,0.1756281407035176,0.13593256059009484,5,0,1,5,0
11,0.1957286432160804,0.11485774499473128,4,0,1,3,24
11,0.14195979899497488,0.10432033719704951,5,0,1,3,50
11,0.13316582914572864,0.10432033719704951,5,0,1,3,12
11,0.14547738693467338,0.10432033719704951,5,0,1,3,12
11,0.09020100502512562,0.10432033719704951,5,0,1,3,12
11,0.2962311557788944,0.1833508956796628,4,0,2,4,24
11,0.2962311557788944,0.1095890410958904,5,0,1,1,0
11,0.6454773869346734,0.30979978925184404,4,0,2,8,51
11,0.10954773869346734,0.13593256059009484,9,0,2,5,34
11,0.3766331658291457,0.15700737618545837,5,0,1,5,12
11,0.1092964824120603,0.14120126448893572,10,0,2,5,24
11,0.18768844221105527,0.1095890410958904,6,0,1,3,0
11,0.1922110552763819,0.14120126448893572,6,0,1,5,24
11,0.3138190954773869,0.16227608008429925,5,0,2,5,12
11,0.20854271356783918,0.09905163329820864,4,0,1,3,41
11,0.5728643216080401,0.18229715489989462,15,0,2,6,35
11,0.2711055276381909,0.11485774499473128,3,0,2,3,0
11,0.42211055276381904,0.15700737618545837,5,0,1,5,24
11,0.42211055276381904,0.13593256059009484,5,0,1,3,12
11,0.3087939698492462,0.11485774499473128,3,0,2,3,0
11,0.38442211055276376,0.17281348788198103,14,1,2,5,38
11,0.15804020100502514,0.10432033719704951,5,1,1,3,0
11,0.5226130653266331,0.2939936775553214,10,0,2,14,2
11,0.15050251256281408,0.10432033719704951,5,0,1,3,24
11,0.13291457286432162,0.10432033719704951,5,0,1,3,12
11,0.16557788944723617,0.10432033719704951,9,0,1,3,12
11,0.1706030150753769,0.1517386722866175,5,1,1,5,12
11,0.34648241206030145,0.15700737618545837,4,0,1,5,50
11,0.37060301507537685,0.1780821917808219,15,0,2,5,5
